Persistence Entropy (H0),Persistence Entropy (H1),Number of Points (H0),Number of Points (H1),Bottleneck Amplitude (H0),Bottleneck Amplitude (H1),Wasserstein Amplitude (H0),Wasserstein Amplitude (H1),Landscape Amplitude (H0),Landscape Amplitude (H1),Persistence Image Amplitude (H0),Persistence Image Amplitude (H1),Betti Amplitude (H0),Betti Amplitude (H1),Heat Amplitude (H0),Heat Amplitude (H1)
9.48178213325706,6.811889040987842,999.0,210.5,2.968691110610962,2.3614915013313293,18.517285275353167,5.201293378778803,4.176185121430635,3.281071117960143,1063.01649194355,125.10940658382873,715.4755431215659,39.54045819006693,1367.0801396639422,126.93996194165513
