birth,death,dimension
0.000000000000000000e+00,1.148912496864795685e-02,0.000000000000000000e+00
0.000000000000000000e+00,2.156385779380798340e-02,0.000000000000000000e+00
0.000000000000000000e+00,2.374868467450141907e-02,0.000000000000000000e+00
0.000000000000000000e+00,3.196873515844345093e-02,0.000000000000000000e+00
0.000000000000000000e+00,4.608687385916709900e-02,0.000000000000000000e+00
0.000000000000000000e+00,4.956813529133796692e-02,0.000000000000000000e+00
0.000000000000000000e+00,5.182663351297378540e-02,0.000000000000000000e+00
0.000000000000000000e+00,5.586590990424156189e-02,0.000000000000000000e+00
0.000000000000000000e+00,5.729746818542480469e-02,0.000000000000000000e+00
0.000000000000000000e+00,6.103277951478958130e-02,0.000000000000000000e+00
0.000000000000000000e+00,6.135959550738334656e-02,0.000000000000000000e+00
0.000000000000000000e+00,6.543698906898498535e-02,0.000000000000000000e+00
0.000000000000000000e+00,7.116178423166275024e-02,0.000000000000000000e+00
0.000000000000000000e+00,7.596709579229354858e-02,0.000000000000000000e+00
0.000000000000000000e+00,7.783957570791244507e-02,0.000000000000000000e+00
0.000000000000000000e+00,8.200609683990478516e-02,0.000000000000000000e+00
0.000000000000000000e+00,8.319855481386184692e-02,0.000000000000000000e+00
0.000000000000000000e+00,8.535221219062805176e-02,0.000000000000000000e+00
0.000000000000000000e+00,8.949301391839981079e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.123595803976058960e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.403190761804580688e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.637427330017089844e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.799490123987197876e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.019509658217430115e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.028688475489616394e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.029320135712623596e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.073685213923454285e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.112744361162185669e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.117899790406227112e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.158706173300743103e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.174946799874305725e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.268897205591201782e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.288603842258453369e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.311106383800506592e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.312135607004165649e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.334840804338455200e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.364221423864364624e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.382353007793426514e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.395743489265441895e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.433701515197753906e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.440347135066986084e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.449862122535705566e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.469047367572784424e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.470170021057128906e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.480574160814285278e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.513175517320632935e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.569108068943023682e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.593015938997268677e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.621542423963546753e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.662197411060333252e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.675291061401367188e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.695906817913055420e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.769208908081054688e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.779044717550277710e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.802470535039901733e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.812208592891693115e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.814634948968887329e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.872030943632125854e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.932149082422256470e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.957881450653076172e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.964840888977050781e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.970608979463577271e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.980050504207611084e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.988290697336196899e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.004844099283218384e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.018984854221343994e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.071062475442886353e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.077065259218215942e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.091148048639297485e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.138621062040328979e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.216077595949172974e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.225174158811569214e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.226881235837936401e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.257631570100784302e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.310887277126312256e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.322756946086883545e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.328046411275863647e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.339658141136169434e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.340619564056396484e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.357731908559799194e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.403892725706100464e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.459796667098999023e-01,0.000000000000000000e+00
