Persistence Entropy (H0),Persistence Entropy (H1),Number of Points (H0),Number of Points (H1),Bottleneck Amplitude (H0),Bottleneck Amplitude (H1),Wasserstein Amplitude (H0),Wasserstein Amplitude (H1),Landscape Amplitude (H0),Landscape Amplitude (H1),Persistence Image Amplitude (H0),Persistence Image Amplitude (H1),Betti Amplitude (H0),Betti Amplitude (H1),Heat Amplitude (H0),Heat Amplitude (H1)
5.096567771456368,1.3884442677782456,42.0,4.0,2.8495798110961914,0.6218082904815674,6.678097823242772,0.8791525929915947,3.927384769055971,0.562407470158911,35.73562939867447,4.680955634904201,44.750979328692424,1.6487132264656519,47.93691074861195,6.17191853462063
