x,y,z
7.114253170000000391e+05,3.082557590000000200e+05,9.188800000000000523e+01
7.114052349999999860e+05,3.082389209999999730e+05,9.447500000000000853e+01
7.114027700000000186e+05,3.082399589999999735e+05,9.532999999999999829e+01
7.114236030000000028e+05,3.082285100000000093e+05,9.059499999999999886e+01
7.114225879999999888e+05,3.082640729999999749e+05,9.296200000000000330e+01
7.114195550000000512e+05,3.082668080000000191e+05,9.394100000000000250e+01
7.114267709999999497e+05,3.082632110000000102e+05,9.200900000000000034e+01
7.114307659999999451e+05,3.082523140000000130e+05,9.071699999999999875e+01
7.114011380000000354e+05,3.082327449999999953e+05,9.470300000000000296e+01
7.114295899999999674e+05,3.082676510000000126e+05,9.181199999999999761e+01
7.113944740000000456e+05,3.082353439999999828e+05,9.709199999999999875e+01
7.114276970000000438e+05,3.082623750000000000e+05,9.183299999999999841e+01
7.114280999999999767e+05,3.082675640000000130e+05,9.209199999999999875e+01
7.114180729999999749e+05,3.082576269999999786e+05,9.325499999999999545e+01
7.114199880000000121e+05,3.082563939999999711e+05,9.295300000000000296e+01
7.114178989999999758e+05,3.082578339999999735e+05,9.332099999999999795e+01
7.114013100000000559e+05,3.082304589999999735e+05,9.441100000000000136e+01
7.114257569999999832e+05,3.082615599999999977e+05,9.205899999999999750e+01
7.114118279999999795e+05,3.082552280000000028e+05,9.450799999999999557e+01
7.114326979999999749e+05,3.082767980000000098e+05,9.202400000000000091e+01
7.114166250000000000e+05,3.082399349999999977e+05,9.237300000000000466e+01
7.114377820000000065e+05,3.082762449999999953e+05,9.130599999999999739e+01
7.114036289999999572e+05,3.082286689999999944e+05,9.379500000000000171e+01
7.114285169999999925e+05,3.082705009999999893e+05,9.225100000000000477e+01
7.114414129999999423e+05,3.082661900000000023e+05,8.999500000000000455e+01
7.114044510000000009e+05,3.082309039999999804e+05,9.382399999999999807e+01
7.114207190000000410e+05,3.082546539999999804e+05,9.259499999999999886e+01
7.114154570000000531e+05,3.082510050000000047e+05,9.332200000000000273e+01
7.114172260000000242e+05,3.082135869999999995e+05,9.112300000000000466e+01
7.114100820000000531e+05,3.082448059999999823e+05,9.397100000000000364e+01
7.114203739999999525e+05,3.082539859999999753e+05,9.259199999999999875e+01
7.114120330000000540e+05,3.082511030000000028e+05,9.404399999999999693e+01
7.114160790000000270e+05,3.082557679999999818e+05,9.351399999999999579e+01
7.114052040000000270e+05,3.082306759999999776e+05,9.361400000000000432e+01
7.114341670000000158e+05,3.082729270000000251e+05,9.158100000000000307e+01
7.113988070000000298e+05,3.082249579999999842e+05,9.431300000000000239e+01
7.114280590000000084e+05,3.082682449999999953e+05,9.217499999999999716e+01
7.114412449999999953e+05,3.082455979999999981e+05,8.992100000000000648e+01
7.114229340000000084e+05,3.082633869999999879e+05,9.277100000000000080e+01
7.114152759999999544e+05,3.082639359999999870e+05,9.434199999999999875e+01
7.114306929999999702e+05,3.082699660000000149e+05,9.190399999999999636e+01
7.114110050000000047e+05,3.082323589999999967e+05,9.260300000000000864e+01
7.114168159999999916e+05,3.082486140000000014e+05,9.292499999999999716e+01
7.114066509999999544e+05,3.082347889999999898e+05,9.365800000000000125e+01
7.114216280000000261e+05,3.082617729999999865e+05,9.289100000000000534e+01
7.114157160000000149e+05,3.082456749999999884e+05,9.279000000000000625e+01
7.114396559999999590e+05,3.082410790000000270e+05,9.009600000000000364e+01
7.114180439999999944e+05,3.082130960000000196e+05,9.112600000000000477e+01
7.114282619999999879e+05,3.082726840000000084e+05,9.264300000000000068e+01
7.114127550000000047e+05,3.082412959999999730e+05,9.299899999999999523e+01
7.114224399999999441e+05,3.082649209999999730e+05,9.292400000000000659e+01
7.113968209999999963e+05,3.082460949999999721e+05,9.697500000000000853e+01
7.114309179999999469e+05,3.082678649999999907e+05,9.166599999999999682e+01
7.114325640000000130e+05,3.082708169999999809e+05,9.164600000000000080e+01
7.114336679999999469e+05,3.082701250000000000e+05,9.153400000000000603e+01
7.114313660000000382e+05,3.082747779999999912e+05,9.217400000000000659e+01
7.114559729999999981e+05,3.082661599999999744e+05,8.908599999999999852e+01
7.114205849999999627e+05,3.082181550000000279e+05,9.093500000000000227e+01
7.114195110000000568e+05,3.082277459999999846e+05,9.062999999999999545e+01
7.114111729999999516e+05,3.082377349999999860e+05,9.310500000000000398e+01
7.114280450000000419e+05,3.082724610000000102e+05,9.262000000000000455e+01
7.114313769999999786e+05,3.082753400000000256e+05,9.218399999999999750e+01
7.114170429999999469e+05,3.082531919999999809e+05,9.327500000000000568e+01
7.114047689999999711e+05,3.082406840000000084e+05,9.499399999999999977e+01
7.114291829999999609e+05,3.082571280000000261e+05,9.136700000000000443e+01
7.114289490000000224e+05,3.082728690000000061e+05,9.255800000000000693e+01
7.114144259999999776e+05,3.082697970000000205e+05,9.483200000000000784e+01
7.114135330000000540e+05,3.082513260000000009e+05,9.380100000000000193e+01
7.114167900000000373e+05,3.082476199999999953e+05,9.273700000000000898e+01
7.114175150000000140e+05,3.082248269999999902e+05,9.073799999999999955e+01
7.114355799999999581e+05,3.082765590000000084e+05,9.170100000000000762e+01
7.114110259999999544e+05,3.082483939999999711e+05,9.419599999999999795e+01
7.114400649999999441e+05,3.082472380000000121e+05,8.991400000000000148e+01
7.114135429999999469e+05,3.082464349999999977e+05,9.334000000000000341e+01
7.114284359999999870e+05,3.082391230000000214e+05,9.029099999999999682e+01
7.114022120000000577e+05,3.082301959999999963e+05,9.428799999999999670e+01
7.114223479999999981e+05,3.082643369999999995e+05,9.296300000000000807e+01
7.114194009999999544e+05,3.082162889999999898e+05,9.100499999999999545e+01
7.114167669999999925e+05,3.082614579999999842e+05,9.385200000000000387e+01
7.114079309999999823e+05,3.082282210000000196e+05,9.276699999999999591e+01
7.114218429999999935e+05,3.082561959999999963e+05,9.252700000000000102e+01
7.114330790000000270e+05,3.082773580000000075e+05,9.202100000000000080e+01
7.114309599999999627e+05,3.082655200000000186e+05,9.140000000000000568e+01
7.114056970000000438e+05,3.082382280000000028e+05,9.426200000000000045e+01
7.114265309999999590e+05,3.082699320000000298e+05,9.257300000000000750e+01
7.114258610000000335e+05,3.082649130000000005e+05,9.226200000000000045e+01
7.114195590000000084e+05,3.082444639999999781e+05,9.218200000000000216e+01
7.114062439999999478e+05,3.082341570000000065e+05,9.371399999999999864e+01
7.114281629999999423e+05,3.082657280000000028e+05,9.197200000000000841e+01
7.114428320000000531e+05,3.082623190000000177e+05,8.987300000000000466e+01
7.114160509999999776e+05,3.082214830000000075e+05,9.087800000000000011e+01
7.114273880000000354e+05,3.082708530000000028e+05,9.251000000000000512e+01
7.114065359999999637e+05,3.082341259999999893e+05,9.354399999999999693e+01
7.114319139999999898e+05,3.082326259999999893e+05,9.040099999999999625e+01
7.114036019999999553e+05,3.082229969999999739e+05,9.265800000000000125e+01
7.114130320000000065e+05,3.082421159999999800e+05,9.308500000000000796e+01
7.114121010000000242e+05,3.082492660000000033e+05,9.400400000000000489e+01
7.114085760000000009e+05,3.082428439999999828e+05,9.414400000000000546e+01
7.114218109999999870e+05,3.082544440000000177e+05,9.240300000000000580e+01
7.114272770000000019e+05,3.082679070000000065e+05,9.228199999999999648e+01
7.114291439999999711e+05,3.082677999999999884e+05,9.194200000000000728e+01
7.114001729999999516e+05,3.082333030000000144e+05,9.503799999999999670e+01
7.114047659999999451e+05,3.082154589999999735e+05,9.144899999999999807e+01
7.114164440000000177e+05,3.082502220000000088e+05,9.303499999999999659e+01
7.113987249999999767e+05,3.082297370000000228e+05,9.501500000000000057e+01
7.114270849999999627e+05,3.082768499999999767e+05,9.337999999999999545e+01
7.114104080000000540e+05,3.082516979999999749e+05,9.463100000000000023e+01
7.114452029999999795e+05,3.082509409999999916e+05,8.973199999999999932e+01
7.114255500000000466e+05,3.082595430000000051e+05,9.197200000000000841e+01
7.114126539999999804e+05,3.082574459999999963e+05,9.446800000000000352e+01
7.114026119999999646e+05,3.082330349999999744e+05,9.441200000000000614e+01
7.114086990000000224e+05,3.082365169999999925e+05,9.345100000000000762e+01
7.114165289999999804e+05,3.082249540000000270e+05,9.072599999999999909e+01
7.114176060000000289e+05,3.082491379999999772e+05,9.276699999999999591e+01
7.114095679999999702e+05,3.082344799999999814e+05,9.310500000000000398e+01
7.114109590000000317e+05,3.082497820000000065e+05,9.422800000000000864e+01
7.114137859999999637e+05,3.082641630000000005e+05,9.462699999999999534e+01
7.114511469999999972e+05,3.082694239999999991e+05,8.905200000000000671e+01
7.114304179999999469e+05,3.082758759999999893e+05,9.249099999999999966e+01
7.114312739999999758e+05,3.082614199999999837e+05,9.109499999999999886e+01
7.114321659999999683e+05,3.082721799999999930e+05,9.182600000000000762e+01
7.113952179999999935e+05,3.082347060000000056e+05,9.671800000000000352e+01
7.114259220000000205e+05,3.082640630000000237e+05,9.224899999999999523e+01
7.113926539999999804e+05,3.082332010000000009e+05,9.750100000000000477e+01
7.114293530000000028e+05,3.082674890000000014e+05,9.184100000000000819e+01
7.114373449999999721e+05,3.082806469999999972e+05,9.170700000000000784e+01
7.114250670000000391e+05,3.082551720000000205e+05,9.185699999999999932e+01
7.114082369999999646e+05,3.082342349999999860e+05,9.324800000000000466e+01
7.114317120000000577e+05,3.082759830000000075e+05,9.224800000000000466e+01
7.114083560000000289e+05,3.082468709999999846e+05,9.473900000000000432e+01
7.114216620000000112e+05,3.082616359999999986e+05,9.295400000000000773e+01
7.114233590000000549e+05,3.082465800000000163e+05,9.155500000000000682e+01
7.114137249999999767e+05,3.082476859999999870e+05,9.341899999999999693e+01
7.114092500000000000e+05,3.082331180000000168e+05,9.293500000000000227e+01
7.114397070000000531e+05,3.082445800000000163e+05,8.995499999999999829e+01
7.114155999999999767e+05,3.082507870000000112e+05,9.325000000000000000e+01
7.114278320000000531e+05,3.082631890000000130e+05,9.182999999999999829e+01
7.114267439999999478e+05,3.082631020000000135e+05,9.197500000000000853e+01
7.114266559999999590e+05,3.082811369999999879e+05,9.352200000000000557e+01
7.114160760000000009e+05,3.082478339999999735e+05,9.296300000000000807e+01
7.114433479999999981e+05,3.082570090000000200e+05,8.958400000000000318e+01
7.114119729999999981e+05,3.082580109999999986e+05,9.464400000000000546e+01
7.114208599999999860e+05,3.082514170000000158e+05,9.240900000000000603e+01
7.114037630000000354e+05,3.082268950000000186e+05,9.351900000000000546e+01
7.114175949999999721e+05,3.082538099999999977e+05,9.313899999999999579e+01
7.113964080000000540e+05,3.082284469999999856e+05,9.552100000000000080e+01
7.114224969999999739e+05,3.082631240000000107e+05,9.281000000000000227e+01
7.113938240000000224e+05,3.082330580000000191e+05,9.718600000000000705e+01
7.114048429999999935e+05,3.082346439999999711e+05,9.407300000000000750e+01
7.114191629999999423e+05,3.082592590000000200e+05,9.330299999999999727e+01
7.114187719999999972e+05,3.082660449999999837e+05,9.397100000000000364e+01
7.113980119999999879e+05,3.082285260000000126e+05,9.504000000000000625e+01
7.114206899999999441e+05,3.082733049999999930e+05,9.415999999999999659e+01
7.114084109999999637e+05,3.082455370000000112e+05,9.457500000000000284e+01
7.114237959999999730e+05,3.082680869999999995e+05,9.314900000000000091e+01
7.114320169999999925e+05,3.082673850000000093e+05,9.146800000000000352e+01
7.114088179999999702e+05,3.082519139999999898e+05,9.489000000000000057e+01
7.114276430000000400e+05,3.082645609999999870e+05,9.195199999999999818e+01
7.114080280000000494e+05,3.082495420000000158e+05,9.505800000000000693e+01
7.114031850000000559e+05,3.082279459999999963e+05,9.379600000000000648e+01
7.114077029999999795e+05,3.082303790000000154e+05,9.313400000000000034e+01
7.114222029999999795e+05,3.082657949999999837e+05,9.319100000000000250e+01
7.114021500000000233e+05,3.082455970000000088e+05,9.587999999999999545e+01
7.114203240000000224e+05,3.082533840000000200e+05,9.259300000000000352e+01
7.114247190000000410e+05,3.082352040000000270e+05,9.039499999999999602e+01
7.114369880000000121e+05,3.082514139999999898e+05,8.976000000000000512e+01
7.114164239999999991e+05,3.082553969999999972e+05,9.347500000000000853e+01
7.114341409999999451e+05,3.082501190000000061e+05,8.979300000000000637e+01
7.114136729999999516e+05,3.082493939999999711e+05,9.357200000000000273e+01
7.114176859999999870e+05,3.082127029999999795e+05,9.114700000000000557e+01
7.114049359999999870e+05,3.082165289999999804e+05,9.145600000000000307e+01
7.114116909999999916e+05,3.082371300000000047e+05,9.295799999999999841e+01
7.114055320000000065e+05,3.082357179999999935e+05,9.405200000000000671e+01
7.114128619999999646e+05,3.082543989999999758e+05,9.425499999999999545e+01
7.114062099999999627e+05,3.082396140000000014e+05,9.437699999999999534e+01
7.114138800000000047e+05,3.082546350000000093e+05,9.398700000000000898e+01
7.114077029999999795e+05,3.082487789999999804e+05,9.493399999999999750e+01
7.114122870000000112e+05,3.082446680000000051e+05,9.353499999999999659e+01
7.114366069999999600e+05,3.082757019999999902e+05,9.141599999999999682e+01
7.114420119999999879e+05,3.082511720000000205e+05,8.976699999999999591e+01
7.114322959999999730e+05,3.082716020000000135e+05,9.176900000000000546e+01
7.114381269999999786e+05,3.082527820000000065e+05,8.971099999999999852e+01
7.114178980000000447e+05,3.082577100000000210e+05,9.325799999999999557e+01
7.114095600000000559e+05,3.082425050000000047e+05,9.376800000000000068e+01
7.114261840000000084e+05,3.082634629999999888e+05,9.221300000000000807e+01
7.114152850000000326e+05,3.082476660000000265e+05,9.303799999999999670e+01
7.114281139999999432e+05,3.082681529999999912e+05,9.216400000000000148e+01
7.113971949999999488e+05,3.082300200000000186e+05,9.539400000000000546e+01
7.113984620000000577e+05,3.082221030000000028e+05,9.386899999999999977e+01
7.114420690000000177e+05,3.082672370000000228e+05,8.996399999999999864e+01
7.114196679999999469e+05,3.082630439999999944e+05,9.337500000000000000e+01
7.114312190000000410e+05,3.082791799999999930e+05,9.265500000000000114e+01
7.114288020000000251e+05,3.082677619999999879e+05,9.200100000000000477e+01
7.114140110000000568e+05,3.082585879999999888e+05,9.424899999999999523e+01
7.114052600000000093e+05,3.082444330000000191e+05,9.521600000000000819e+01
7.114156199999999953e+05,3.082414990000000107e+05,9.251399999999999579e+01
7.114137319999999600e+05,3.082500420000000158e+05,9.361200000000000898e+01
7.114198610000000335e+05,3.082287880000000005e+05,9.059700000000000841e+01
7.114076040000000503e+05,3.082345069999999832e+05,9.334199999999999875e+01
7.114263299999999581e+05,3.082621379999999772e+05,9.212399999999999523e+01
7.113963969999999972e+05,3.082353250000000116e+05,9.638200000000000500e+01
7.114087839999999851e+05,3.082238570000000182e+05,9.211899999999999977e+01
7.114057879999999423e+05,3.082357710000000079e+05,9.397200000000000841e+01
7.114162800000000279e+05,3.082479560000000056e+05,9.291700000000000159e+01
7.114136899999999441e+05,3.082494400000000023e+05,9.347500000000000853e+01
7.114185919999999460e+05,3.082462800000000279e+05,9.247899999999999920e+01
7.114280089999999618e+05,3.082707019999999902e+05,9.242499999999999716e+01
7.114205110000000568e+05,3.082540690000000177e+05,9.261100000000000421e+01
7.114020949999999721e+05,3.082334419999999809e+05,9.459900000000000375e+01
7.114407110000000102e+05,3.082525970000000088e+05,8.973300000000000409e+01
7.114285849999999627e+05,3.082357160000000149e+05,9.037999999999999545e+01
7.114159960000000428e+05,3.082292500000000000e+05,9.124899999999999523e+01
7.114092249999999767e+05,3.082392399999999907e+05,9.369299999999999784e+01
7.114278320000000531e+05,3.082625760000000009e+05,9.174200000000000443e+01
7.114108619999999646e+05,3.082450129999999772e+05,9.381000000000000227e+01
7.114265400000000373e+05,3.082718499999999767e+05,9.287900000000000489e+01
7.114164359999999870e+05,3.082589799999999814e+05,9.368399999999999750e+01
7.114208730000000214e+05,3.082549600000000210e+05,9.257800000000000296e+01
7.114318469999999506e+05,3.082711880000000237e+05,9.176099999999999568e+01
7.114068050000000512e+05,3.082383250000000116e+05,9.407300000000000750e+01
7.114288580000000075e+05,3.082741400000000140e+05,9.268099999999999739e+01
7.114160420000000158e+05,3.082460949999999721e+05,9.271399999999999864e+01
7.114151280000000261e+05,3.082506369999999879e+05,9.337500000000000000e+01
7.114257079999999842e+05,3.082737920000000158e+05,9.335999999999999943e+01
7.114210300000000279e+05,3.082723750000000000e+05,9.407200000000000273e+01
7.114302310000000289e+05,3.082643989999999758e+05,9.145199999999999818e+01
7.114156049999999814e+05,3.082624469999999856e+05,9.417400000000000659e+01
7.114016149999999907e+05,3.082302330000000075e+05,9.432500000000000284e+01
7.114530540000000037e+05,3.082783740000000107e+05,8.920900000000000318e+01
7.114274980000000214e+05,3.082748130000000237e+05,9.307200000000000273e+01
7.114057199999999721e+05,3.082384130000000005e+05,9.431900000000000261e+01
7.114298889999999665e+05,3.082595760000000009e+05,9.140699999999999648e+01
7.114081800000000512e+05,3.082451460000000079e+05,9.460800000000000409e+01
7.114195350000000326e+05,3.082639920000000275e+05,9.348799999999999955e+01
7.114248209999999963e+05,3.082718709999999846e+05,9.323400000000000887e+01
7.114136439999999711e+05,3.082442000000000116e+05,9.312900000000000489e+01
7.114007190000000410e+05,3.082345860000000102e+05,9.507900000000000773e+01
7.114317650000000140e+05,3.082765079999999725e+05,9.224399999999999977e+01
7.114211929999999702e+05,3.082566429999999818e+05,9.263899999999999579e+01
7.114119690000000410e+05,3.082461560000000172e+05,9.378300000000000125e+01
7.114521169999999693e+05,3.082720310000000172e+05,8.891899999999999693e+01
7.114087310000000289e+05,3.082286070000000182e+05,9.251399999999999579e+01
7.114150100000000093e+05,3.082558209999999963e+05,9.381499999999999773e+01
7.114288260000000009e+05,3.082750709999999963e+05,9.286299999999999955e+01
7.114206870000000345e+05,3.082514280000000144e+05,9.246300000000000807e+01
7.114049139999999898e+05,3.082283319999999949e+05,9.338700000000000045e+01
7.114111879999999655e+05,3.082457119999999995e+05,9.382399999999999807e+01
7.114301040000000503e+05,3.082684619999999995e+05,9.180899999999999750e+01
7.114370520000000251e+05,3.082710700000000070e+05,9.101600000000000534e+01
7.114125379999999423e+05,3.082563709999999846e+05,9.435600000000000875e+01
7.114051049999999814e+05,3.082417600000000093e+05,9.501000000000000512e+01
7.114304129999999423e+05,3.082675570000000298e+05,9.173600000000000421e+01
7.114299910000000382e+05,3.082646340000000200e+05,9.143300000000000693e+01
7.114018449999999721e+05,3.082228539999999921e+05,9.312300000000000466e+01
7.114049889999999432e+05,3.082220970000000088e+05,9.218300000000000693e+01
7.114035870000000577e+05,3.082417210000000196e+05,9.528600000000000136e+01
7.114090829999999842e+05,3.082377449999999953e+05,9.353100000000000591e+01
7.114108549999999814e+05,3.082479270000000251e+05,9.418900000000000716e+01
7.114144699999999721e+05,3.082568059999999823e+05,9.396800000000000352e+01
7.114319919999999693e+05,3.082697800000000279e+05,9.165200000000000102e+01
7.114142120000000577e+05,3.082499839999999967e+05,9.349899999999999523e+01
7.114280690000000177e+05,3.082732210000000196e+05,9.272200000000000841e+01
7.114053540000000503e+05,3.082383680000000168e+05,9.434600000000000364e+01
7.114083900000000140e+05,3.082308099999999977e+05,9.306100000000000705e+01
7.114248860000000568e+05,3.082337420000000275e+05,9.043699999999999761e+01
7.114123170000000391e+05,3.082406940000000177e+05,9.305599999999999739e+01
7.114298930000000400e+05,3.082678819999999832e+05,9.176099999999999568e+01
7.114539350000000559e+05,3.082670929999999935e+05,8.910900000000000887e+01
7.114139300000000512e+05,3.082171500000000233e+05,9.104900000000000659e+01
7.114267610000000568e+05,3.082667800000000279e+05,9.225100000000000477e+01
7.114239939999999478e+05,3.082722029999999795e+05,9.349899999999999523e+01
7.114216820000000298e+05,3.082280609999999870e+05,9.062600000000000477e+01
7.114016459999999497e+05,3.082310700000000070e+05,9.451099999999999568e+01
7.114150670000000391e+05,3.082512370000000228e+05,9.351200000000000045e+01
7.114191080000000075e+05,3.082502129999999888e+05,9.261799999999999500e+01
7.114186990000000224e+05,3.082469479999999749e+05,9.235000000000000853e+01
7.114017610000000568e+05,3.082363489999999874e+05,9.510000000000000853e+01
7.114390649999999441e+05,3.082748750000000000e+05,9.095799999999999841e+01
7.114136779999999562e+05,3.082494120000000112e+05,9.356499999999999773e+01
7.114292260000000242e+05,3.082672800000000279e+05,9.186400000000000432e+01
7.114225509999999776e+05,3.082537390000000014e+05,9.226000000000000512e+01
7.114165330000000540e+05,3.082574290000000037e+05,9.359400000000000830e+01
7.114059549999999581e+05,3.082388510000000242e+05,9.426800000000000068e+01
7.114090990000000456e+05,3.082340590000000084e+05,9.307000000000000739e+01
7.114131330000000307e+05,3.082484940000000061e+05,9.357099999999999795e+01
7.114118079999999609e+05,3.082409500000000116e+05,9.323900000000000432e+01
7.114213199999999488e+05,3.082574949999999953e+05,9.262600000000000477e+01
7.114037850000000326e+05,3.082453460000000196e+05,9.562699999999999534e+01
7.114043739999999525e+05,3.082215659999999916e+05,9.226399999999999579e+01
7.114216870000000345e+05,3.082656140000000014e+05,9.318800000000000239e+01
7.114176500000000233e+05,3.082297100000000210e+05,9.095199999999999818e+01
7.114294760000000242e+05,3.082678429999999935e+05,9.187900000000000489e+01
7.114286280000000261e+05,3.082676010000000242e+05,9.197899999999999920e+01
7.114046360000000568e+05,3.082333179999999702e+05,9.410500000000000398e+01
7.114356689999999944e+05,3.082766759999999776e+05,9.165399999999999636e+01
7.114134949999999953e+05,3.082398200000000070e+05,9.283200000000000784e+01
7.114360520000000251e+05,3.082749270000000251e+05,9.135900000000000887e+01
7.114231289999999572e+05,3.082637040000000270e+05,9.275000000000000000e+01
7.114012319999999600e+05,3.082365839999999735e+05,9.523000000000000398e+01
7.114049510000000009e+05,3.082354870000000228e+05,9.425100000000000477e+01
7.114247330000000075e+05,3.082514369999999763e+05,9.160600000000000875e+01
7.114206260000000475e+05,3.082303119999999763e+05,9.053499999999999659e+01
7.114379449999999488e+05,3.082568520000000135e+05,9.007999999999999829e+01
7.114480479999999516e+05,3.082574610000000102e+05,8.951699999999999591e+01
7.114172600000000093e+05,3.082578460000000196e+05,9.346500000000000341e+01
7.114383750000000000e+05,3.082663420000000042e+05,9.050700000000000500e+01
7.114375529999999562e+05,3.082826929999999702e+05,9.197700000000000387e+01
7.114300910000000149e+05,3.082683790000000154e+05,9.177400000000000091e+01
7.113978619999999646e+05,3.082348389999999781e+05,9.607200000000000273e+01
7.114057560000000522e+05,3.082301130000000121e+05,9.344400000000000261e+01
7.114292179999999935e+05,3.082671250000000000e+05,9.187300000000000466e+01
7.114168869999999879e+05,3.082417229999999981e+05,9.235399999999999920e+01
7.114261689999999944e+05,3.082590179999999818e+05,9.199899999999999523e+01
7.114049189999999944e+05,3.082372779999999912e+05,9.437600000000000477e+01
7.114187730000000447e+05,3.082638709999999846e+05,9.377500000000000568e+01
7.114105379999999423e+05,3.082470040000000154e+05,9.412199999999999989e+01
7.114004520000000484e+05,3.082301269999999786e+05,9.460900000000000887e+01
7.114231239999999525e+05,3.082628460000000196e+05,9.269400000000000261e+01
7.114136180000000168e+05,3.082349010000000126e+05,9.237099999999999511e+01
7.114229440000000177e+05,3.082643829999999725e+05,9.284100000000000819e+01
7.114017689999999711e+05,3.082307619999999879e+05,9.434700000000000841e+01
7.114187839999999851e+05,3.082582469999999739e+05,9.318600000000000705e+01
7.114473780000000261e+05,3.082698049999999930e+05,8.940900000000000603e+01
7.114029189999999944e+05,3.082322119999999995e+05,9.431000000000000227e+01
7.114178379999999888e+05,3.082141410000000033e+05,9.109400000000000830e+01
7.114182519999999786e+05,3.082200929999999935e+05,9.091200000000000614e+01
7.114141559999999590e+05,3.082693400000000256e+05,9.486499999999999488e+01
7.114266459999999497e+05,3.082608530000000028e+05,9.199399999999999977e+01
7.114271659999999683e+05,3.082243520000000135e+05,9.067900000000000205e+01
7.114060470000000205e+05,3.082337660000000033e+05,9.368500000000000227e+01
7.114311979999999749e+05,3.082745970000000088e+05,9.208700000000000330e+01
7.114176480000000447e+05,3.082255829999999842e+05,9.070700000000000784e+01
7.114396999999999534e+05,3.082462899999999790e+05,8.992400000000000659e+01
7.114036380000000354e+05,3.082369160000000265e+05,9.465699999999999648e+01
7.114124030000000494e+05,3.082608969999999972e+05,9.470600000000000307e+01
7.114129969999999739e+05,3.082413950000000186e+05,9.294100000000000250e+01
7.114231180000000168e+05,3.082614089999999851e+05,9.252599999999999625e+01
7.114321949999999488e+05,3.082651209999999846e+05,9.120199999999999818e+01
7.114206169999999693e+05,3.082731400000000140e+05,9.413200000000000500e+01
7.114312659999999451e+05,3.082703219999999856e+05,9.189799999999999613e+01
7.114332439999999478e+05,3.082565630000000237e+05,9.035500000000000398e+01
7.114295640000000130e+05,3.082677289999999921e+05,9.181100000000000705e+01
7.113955949999999721e+05,3.082313659999999800e+05,9.581000000000000227e+01
7.114018499999999767e+05,3.082258869999999879e+05,9.355400000000000205e+01
7.114084899999999907e+05,3.082347530000000261e+05,9.321000000000000796e+01
7.114221679999999469e+05,3.082321109999999753e+05,9.046800000000000352e+01
7.114085709999999963e+05,3.082354390000000130e+05,9.333200000000000784e+01
7.114048159999999916e+05,3.082299490000000224e+05,9.354099999999999682e+01
7.114053869999999879e+05,3.082355630000000237e+05,9.399800000000000466e+01
7.114247830000000540e+05,3.082694039999999804e+05,9.304500000000000171e+01
7.114259050000000279e+05,3.082649899999999907e+05,9.228100000000000591e+01
7.114207809999999590e+05,3.082722939999999944e+05,9.400199999999999534e+01
7.114279290000000037e+05,3.082664550000000163e+05,9.210099999999999909e+01
7.114125899999999674e+05,3.082453539999999921e+05,9.339600000000000080e+01
7.114088739999999525e+05,3.082401589999999851e+05,9.379600000000000648e+01
7.114146289999999572e+05,3.082459890000000014e+05,9.309000000000000341e+01
7.114380919999999460e+05,3.082740889999999781e+05,9.115099999999999625e+01
7.114211339999999618e+05,3.082735630000000237e+05,9.409799999999999898e+01
7.114056709999999730e+05,3.082349110000000219e+05,9.385900000000000887e+01
7.114162680000000400e+05,3.082507040000000270e+05,9.310900000000000887e+01
7.114054769999999553e+05,3.082376049999999814e+05,9.423700000000000898e+01
7.114083479999999981e+05,3.082354920000000275e+05,9.331100000000000705e+01
7.114542929999999469e+05,3.082628649999999907e+05,8.920100000000000762e+01
7.114326280000000261e+05,3.082804110000000219e+05,9.240800000000000125e+01
7.114042610000000568e+05,3.082386570000000065e+05,9.474200000000000443e+01
7.114008029999999562e+05,3.082269230000000098e+05,9.400000000000000000e+01
7.114115309999999590e+05,3.082412409999999800e+05,9.325000000000000000e+01
7.114018240000000224e+05,3.082313979999999865e+05,9.453600000000000136e+01
7.114284279999999562e+05,3.082679689999999828e+05,9.205500000000000682e+01
7.113972800000000279e+05,3.082326990000000224e+05,9.596200000000000330e+01
7.114056369999999879e+05,3.082357600000000093e+05,9.397800000000000864e+01
7.114106940000000177e+05,3.082641089999999967e+05,9.508299999999999841e+01
7.114108179999999702e+05,3.082442689999999711e+05,9.372899999999999920e+01
7.114107070000000531e+05,3.082369899999999907e+05,9.312800000000000011e+01
7.114133170000000391e+05,3.082634199999999837e+05,9.455500000000000682e+01
7.114271139999999432e+05,3.082685030000000261e+05,9.244800000000000750e+01
7.114334830000000075e+05,3.082600470000000205e+05,9.082999999999999829e+01
7.114306639999999898e+05,3.082751379999999772e+05,9.228700000000000614e+01
7.114162680000000400e+05,3.082125219999999972e+05,9.117199999999999704e+01
7.114061850000000559e+05,3.082338699999999953e+05,9.367700000000000671e+01
7.114130459999999730e+05,3.082488369999999995e+05,9.361400000000000432e+01
7.114206139999999432e+05,3.082646589999999851e+05,9.324699999999999989e+01
7.114048549999999814e+05,3.082357029999999795e+05,9.430899999999999750e+01
7.114302449999999953e+05,3.082414349999999977e+05,9.017700000000000671e+01
7.114291999999999534e+05,3.082542019999999902e+05,9.119100000000000250e+01
7.114220919999999460e+05,3.082265839999999735e+05,9.066100000000000136e+01
7.114064120000000112e+05,3.082366660000000265e+05,9.407800000000000296e+01
7.114280890000000363e+05,3.082662449999999953e+05,9.201699999999999591e+01
