Persistence Entropy (H0),Persistence Entropy (H1),Number of Points (H0),Number of Points (H1),Bottleneck Amplitude (H0),Bottleneck Amplitude (H1),Wasserstein Amplitude (H0),Wasserstein Amplitude (H1),Landscape Amplitude (H0),Landscape Amplitude (H1),Persistence Image Amplitude (H0),Persistence Image Amplitude (H1),Betti Amplitude (H0),Betti Amplitude (H1),Heat Amplitude (H0),Heat Amplitude (H1)
6.025267830255902,2.874040879433464,80.0,12.0,3.6011903285980225,1.3034250736236572,9.674561324385705,1.907005027602712,5.5795776558087535,1.5939591457287536,63.49405405254703,9.678244854311009,87.84079334096332,4.073792057884527,85.77789727956406,12.973632948928708
