Persistence Entropy (H0),Persistence Entropy (H1),Number of Points (H0),Number of Points (H1),Bottleneck Amplitude (H0),Bottleneck Amplitude (H1),Wasserstein Amplitude (H0),Wasserstein Amplitude (H1),Landscape Amplitude (H0),Landscape Amplitude (H1),Persistence Image Amplitude (H0),Persistence Image Amplitude (H1),Betti Amplitude (H0),Betti Amplitude (H1),Heat Amplitude (H0),Heat Amplitude (H1)
5.8025386769732465,2.758610162580369,76.0,11.0,2.7277464866638184,0.4194486141204834,6.4956439289610115,0.6748580720486266,3.678224402692326,0.31384427092489575,70.56014686464165,8.89657656263803,62.83102729601765,2.1594742224299868,91.90512689084005,10.371698514612113
