Persistence Entropy (H0),Persistence Entropy (H1),Number of Points (H0),Number of Points (H1),Bottleneck Amplitude (H0),Bottleneck Amplitude (H1),Wasserstein Amplitude (H0),Wasserstein Amplitude (H1),Landscape Amplitude (H0),Landscape Amplitude (H1),Persistence Image Amplitude (H0),Persistence Image Amplitude (H1),Betti Amplitude (H0),Betti Amplitude (H1),Heat Amplitude (H0),Heat Amplitude (H1)
5.313439816367462,2.521193483206031,49.0,8.0,2.807755470275879,1.008565902709961,7.119346145774035,1.2480585504893134,3.841237294636723,0.900549508339799,38.280872345127705,7.675430995873684,51.94280006671334,2.495290742385051,52.89058204883869,10.685058107630951
