Persistence Entropy (H0),Persistence Entropy (H1),Number of Points (H0),Number of Points (H1),Bottleneck Amplitude (H0),Bottleneck Amplitude (H1),Wasserstein Amplitude (H0),Wasserstein Amplitude (H1),Landscape Amplitude (H0),Landscape Amplitude (H1),Persistence Image Amplitude (H0),Persistence Image Amplitude (H1),Betti Amplitude (H0),Betti Amplitude (H1),Heat Amplitude (H0),Heat Amplitude (H1)
4.031511945360463,1.3169216453953088,19.0,3.0,2.771757125854492,0.11806440353393555,6.637807118496706,0.12854240792752192,3.767601601246633,0.03336121938660625,14.678912365043097,3.6187282919624235,26.36518708653962,0.7378047897821677,21.03033864805033,4.656181265504406
